TSDate,serieNames,sales
2015-10-15,serie_1,4958.0
2015-10-15,serie_2,1498.0
2015-10-16,serie_1,4343.0
2015-10-16,serie_2,1254.0
2015-10-17,serie_1,3078.0
2015-10-17,serie_2,867.0
2015-10-18,serie_1,4102.0
2015-10-18,serie_2,1241.0
2015-10-19,serie_1,5531.0
2015-10-19,serie_2,1618.0
2015-10-20,serie_1,4724.0
2015-10-20,serie_2,1378.0
2015-10-21,serie_1,4980.0
2015-10-21,serie_2,1465.0
2015-10-22,serie_1,4974.0
2015-10-22,serie_2,1399.0
2015-10-23,serie_1,4359.0
2015-10-23,serie_2,1275.0
2015-10-24,serie_1,3419.0
2015-10-24,serie_2,913.0
2015-10-25,serie_1,4003.0
2015-10-25,serie_2,1137.0
2015-10-26,serie_1,5478.0
2015-10-26,serie_2,1633.0
2015-10-27,serie_1,4842.0
2015-10-27,serie_2,1440.0
2015-10-28,serie_1,5216.0
2015-10-28,serie_2,1529.0
2015-10-29,serie_1,5053.0
2015-10-29,serie_2,1514.0
2015-10-30,serie_1,4514.0
2015-10-30,serie_2,1341.0
2015-10-31,serie_1,3575.0
2015-10-31,serie_2,1015.0
2015-11-01,serie_1,3993.0
2015-11-01,serie_2,1217.0
2015-11-02,serie_1,5626.0
2015-11-02,serie_2,1669.0
2015-11-03,serie_1,5271.0
2015-11-03,serie_2,1570.0
2015-11-04,serie_1,5303.0
2015-11-04,serie_2,1535.0
2015-11-05,serie_1,5179.0
2015-11-05,serie_2,1551.0
2015-11-06,serie_1,4762.0
2015-11-06,serie_2,1516.0
2015-11-07,serie_1,3571.0
2015-11-07,serie_2,1120.0
2015-11-08,serie_1,4331.0
2015-11-08,serie_2,1265.0
2015-11-09,serie_1,6291.0
2015-11-09,serie_2,1807.0
2015-11-10,serie_1,5326.0
2015-11-10,serie_2,1692.0
2015-11-11,serie_1,4784.0
2015-11-11,serie_2,1510.0
2015-11-12,serie_1,5199.0
2015-11-12,serie_2,1564.0
2015-11-13,serie_1,4804.0
2015-11-13,serie_2,1364.0
2015-11-14,serie_1,4011.0
2015-11-14,serie_2,922.0
2015-11-15,serie_1,4450.0
2015-11-15,serie_2,1292.0
